County;faa_ors;FAA_Lat;FAA_Long;case_id;USWTDB_Lat;USWTDB_Long;Center_Lat;Center_Long;Center_X;Center_Y;Label
1;19-020304;41.423506;-94.675097;3025868;41.423492;-94.674889;41.4234305617064;-94.6749400991788;360037;4587117;Polygon ((-94.67527283270742089 41.42384893055985629, -94.67434335455723726 41.42325966116968772, -94.67467099008902665 41.42302381674284106, -94.6755281144602634 41.42365432440433892, -94.67527283270742089 41.42384893055985629))
1;19-020351;41.499069;-94.696717;3025804;41.499092;-94.696693;41.4990689955755;-94.6970475442067;358355;4595551;Polygon ((-94.69660564633088029 41.49921443523455622, -94.69649759429267988 41.49891463187083218, -94.69767952493394603 41.49863095277201808, -94.69703744696379033 41.4996300197896133, -94.69660564633088029 41.49921443523455622))
1;19-020352;41.49935;-94.69285;3025805;41.499294;-94.692795;41.4993359034325;-94.6930774777721;358687;4595574;Polygon ((-94.69262258742631388 41.49942798499049701, -94.69260229771387571 41.49916204902662997, -94.6934788432379122 41.49895323414640558, -94.69349179714575371 41.49945034954947687, -94.69295247562934037 41.49977978231456888, -94.69262258742631388 41.49942798499049701))
1;19-020353;41.49935;-94.688672;3025806;41.499294;-94.68869;41.4993212819757;-94.6888646443538;359038;4595565;Polygon ((-94.6884412258193322 41.4994766448982304, -94.68845291401305531 41.49915498230021171, -94.68928050093714432 41.49886152226037694, -94.68901167514276551 41.49982994423330496, -94.6884412258193322 41.4994766448982304))
1;19-020354;41.4949;-94.674017;3025807;41.494892;-94.673988;41.4949275043687;-94.6740360251493;360266;4595053;Polygon ((-94.674099384963597 41.49541254856193717, -94.67357546192347684 41.49530463921087176, -94.67403370528461437 41.49441889049548848, -94.67445102063818752 41.49453839688835188, -94.674099384963597 41.49541254856193717))
1;19-020355;41.495181;-94.670128;3025808;41.495193;-94.67009;41.4951512689272;-94.6701271339826;360593;4595072;Polygon ((-94.6702474185606917 41.49546769106497379, -94.66978580349390882 41.49544425552836913, -94.66984766051767508 41.4949912597523678, -94.67051692867683244 41.49477558311876635, -94.6702474185606917 41.49546769106497379))
1;19-020356;41.486639;-94.688681;3025809;41.486591;-94.68869;41.4866869112472;-94.6888178963629;359015;4594162;Polygon ((-94.68828352959731376 41.48666462208345962, -94.68872745305367289 41.48626628564164065, -94.68943606388840806 41.48654220539352622, -94.68870535756548179 41.48721601502712986, -94.68828352959731376 41.48666462208345962))
1;19-020357;41.485011;-94.683419;3025810;41.484993;-94.683395;41.4849682634767;-94.6835285009884;359453;4593963;Polygon ((-94.68362944352641364 41.48539827852250994, -94.68324031261595053 41.48533364895693865, -94.6830192644238906 41.4847943670245769, -94.68408917390497948 41.4845777704125922, -94.68362944352641364 41.48539827852250994))
1;19-020358;41.482511;-94.667006;3025811;41.482494;-94.666992;41.4824939358812;-94.6669591582812;360831;4593661;Polygon ((-94.66695945660461575 41.48203900162808822, -94.66730219711219263 41.48211942908770311, -94.66723455527370845 41.48260767153444561, -94.66683559143655202 41.4829399708203681, -94.66651942870201708 41.48285413350670581, -94.66695945660461575 41.48203900162808822))
1;19-020359;41.481189;-94.630983;3025812;41.481194;-94.630989;41.481209091571;-94.6313035399846;363805;4593462;Polygon ((-94.63076484029717506 41.4814840973740786, -94.63076094026840224 41.48106219304520437, -94.63198947527727967 41.48103974113968917, -94.63196767987453484 41.48123596027450333, -94.63076484029717506 41.4814840973740786))
1;19-020360;41.481228;-94.627042;3025813;41.481194;-94.626991;41.4812498166256;-94.6273232621762;364137;4593460;Polygon ((-94.62795134812864717 41.48135524764365556, -94.62789038565031774 41.481054710858416, -94.62668968810412196 41.48112193514691626, -94.62681905376733482 41.48148680820941792, -94.62795134812864717 41.48135524764365556))
1;19-020361;41.478617;-94.612119;3025814;41.478592;-94.612091;41.4785813602959;-94.6123478619018;365382;4593141;Polygon ((-94.6129377416271069 41.47860695295118205, -94.6128162576060987 41.47828716325481935, -94.61178107222994527 41.47856289042725564, -94.61180894444044043 41.47887896999614554, -94.6129377416271069 41.47860695295118205))
1;19-020366;41.470203;-94.689378;3025819;41.470192;-94.689392;41.4701965521296;-94.6895914169071;358914;4592333;Polygon ((-94.68918567055429492 41.47033311717452619, -94.6891833503660223 41.46998654221302871, -94.68996133192821674 41.46985455231643414, -94.69001876159079245 41.47026562052195686, -94.68948070232906389 41.47063520559256489, -94.68918567055429492 41.47033311717452619))
1;19-020367;41.471097;-94.685664;3025820;41.471092;-94.685692;41.4710245143524;-94.6858722174039;359227;4592419;Polygon ((-94.68604974530362028 41.47159353864382325, -94.68556592540168992 41.47148007153683125, -94.68539103406455126 41.47065881038430035, -94.68638423385063163 41.47058397009340069, -94.68604974530362028 41.47159353864382325))
1;19-020368;41.47155;-94.681794;3025821;41.471592;-94.681793;41.4715367268267;-94.6818984032312;359560;4592469;Polygon ((-94.68207683154457754 41.47187723503699885, -94.68154194123047773 41.47185491774263966, -94.68157660435261391 41.47138724205145621, -94.68227034847019752 41.47109578959491927, -94.68207683154457754 41.47187723503699885))
1;19-020369;41.473258;-94.676961;3025822;41.473293;-94.676994;41.4732072836656;-94.6770879795026;359965;4592647;Polygon ((-94.67714206462930804 41.47361370370700229, -94.67673246285420419 41.47352925693132164, -94.67700771999639642 41.47280690827416549, -94.67743799449542053 41.47291616915471479, -94.67714206462930804 41.47361370370700229))
1;19-020370;41.471025;-94.665708;3025823;41.470993;-94.665695;41.4710375069713;-94.6656460496923;360916;4592387;Polygon ((-94.66560231172113049 41.47151616133402996, -94.66510632920657997 41.47144799403355364, -94.66567751467545122 41.47054054679485802, -94.66616925800134652 41.47070421628789916, -94.66560231172113049 41.47151616133402996))
1;19-020371;41.466722;-94.659133;3025824;41.466694;-94.659096;41.466741274812;-94.658963284234;361465;4591900;Polygon ((-94.65887707516363037 41.46714258981258183, -94.65853531980630464 41.46709728578093745, -94.65878417997973315 41.46638038333363596, -94.65952314042185378 41.46655056209396406, -94.65887707516363037 41.46714258981258183))
1;19-020372;41.466275;-94.655311;3025825;41.466293;-94.655289;41.4663059834968;-94.6551410565734;361783;4591845;Polygon ((-94.65551922881319058 41.4664052767350455, -94.65491232400475496 41.46670034192426613, -94.65467231584389651 41.46619141547536458, -94.65550785761662667 41.46595836375864508, -94.65551922881319058 41.4664052767350455))
1;19-020373;41.465447;-94.647931;3025826;41.465393;-94.647896;41.4654582014468;-94.6476649317659;362405;4591739;Polygon ((-94.64806618901410218 41.46559568751863623, -94.64744781190283618 41.46596622788285913, -94.64719947453234283 41.46512586461345506, -94.6481427996835265 41.46519272269582501, -94.64806618901410218 41.46559568751863623))
1;19-020374;41.466644;-94.622453;3025827;41.466595;-94.62249;41.4666990017432;-94.6226082747842;364501;4591837;Polygon ((-94.62316080324468714 41.46663183525600971, -94.62286734523492271 41.46637978627973808, -94.62208708501418641 41.46669219494713587, -94.62233013783854574 41.46706551721796785, -94.62316080324468714 41.46663183525600971))
1;19-020375;41.466833;-94.618564;3025828;41.466793;-94.618591;41.466839574094;-94.6188068571324;364818;4591847;Polygon ((-94.61939251899093506 41.46697578912217352, -94.61939699742018206 41.46661906862250646, -94.61822968485651586 41.46667568684622296, -94.61826045401892316 41.46710726150522675, -94.61939251899093506 41.46697578912217352))
1;19-020376;41.4671;-94.613444;3025829;41.467094;-94.613396;41.4670843477969;-94.6136003891011;365254;4591866;Polygon ((-94.61424584412162631 41.4671860213531005, -94.61423418456384127 41.46698525119141721, -94.61309700299089798 41.46691078739123526, -94.61302572852285664 41.4672684446678943, -94.61424584412162631 41.4671860213531005))
1;19-020377;41.449792;-94.635356;3025830;41.449795;-94.635391;41.4497655515319;-94.6350076028082;363430;4589977;Polygon ((-94.63557799570133966 41.45006514552673593, -94.63565605657052515 41.44971742404311499, -94.6353251067527026 41.44956640633790101, -94.63469570853013124 41.44949498034500124, -94.634129915056306 41.44982953881385157, -94.63557799570133966 41.45006514552673593))
1;19-020378;41.457811;-94.698983;3025831;41.457794;-94.69899;41.457783295305;-94.6993254536303;358074;4590971;Polygon ((-94.69875456410447612 41.45787731850924729, -94.69870822381135156 41.45763688334436381, -94.6998553700777137 41.457328580339599, -94.69954745954338193 41.45832272631984949, -94.69875456410447612 41.45787731850924729))
1;19-020379;41.457944;-94.695114;3025832;41.457893;-94.695091;41.4579433199185;-94.6953785733331;358404;4590982;Polygon ((-94.69491545990125303 41.45813662568929914, -94.69481390356335737 41.45782667607588223, -94.69590060652065233 41.45750423321895539, -94.69567928096178377 41.45823587921346132, -94.69526150598974823 41.45834752823230929, -94.69491545990125303 41.45813662568929914))
1;19-020380;41.452364;-94.676833;3025833;41.452393;-94.676788;41.4523736159626;-94.6769455237975;359932;4590333;Polygon ((-94.67719845281742153 41.4525457794562513, -94.67688002058790175 41.45262577291052963, -94.67623280942420649 41.45238404096744489, -94.67752078677111172 41.45209902457130369, -94.67719845281742153 41.4525457794562513))
1;19-020381;41.452347;-94.669267;3025834;41.452293;-94.669289;41.4522236178418;-94.6692922551172;360571;4590304;Polygon ((-94.66979011343923389 41.45245715426614197, -94.6695135215572634 41.45260684661891304, -94.66875836778044118 41.45206021560983345, -94.66916715941042071 41.45185837305158572, -94.66979011343923389 41.45245715426614197))
1;19-020382;41.457547;-94.659831;3025835;41.457493;-94.65979;41.457512729488;-94.6597528539886;361379;4590876;Polygon ((-94.66021712237174768 41.45787371170298741, -94.65975923436225514 41.45798581098048885, -94.65927085820143816 41.4571640072529064, -94.65975569727702066 41.45706156765223938, -94.66021712237174768 41.45787371170298741))
1;19-020383;41.457275;-94.655944;3025836;41.457294;-94.655891;41.4572005799395;-94.6557560273827;361712;4590835;Polygon ((-94.65601808340875323 41.45764013865765918, -94.65512807628816461 41.45704010328624634, -94.65560203145321339 41.45677206757228106, -94.65635429228272812 41.45746952671562724, -94.65601808340875323 41.45764013865765918))
1;19-020384;41.455856;-94.652592;3025837;41.455894;-94.652596;41.455763994977;-94.6523545542849;361993;4590670;Polygon ((-94.65255166157932365 41.45620678143713178, -94.65174771376162255 41.45557534284650103, -94.65212218819027612 41.45533386683914046, -94.65294565098601254 41.45594492898235472, -94.65255166157932365 41.45620678143713178))
1;19-020385;41.455428;-94.648689;3025838;41.455395;-94.648689;41.455418944795;-94.6485361619073;362311;4590626;Polygon ((-94.64896499555283071 41.45530973441724143, -94.64891224048878371 41.455863058644006, -94.64794667396934358 41.4554398674870086, -94.64833660865508591 41.45501734181771525, -94.64896499555283071 41.45530973441724143))
1;19-020386;41.452039;-94.619628;3025839;41.451992;-94.619591;41.4520069677407;-94.6199258312954;364694;4590202;Polygon ((-94.62050364169985528 41.45201377040385182, -94.62045041984218585 41.45175330578989303, -94.61932592027454803 41.45190979810409715, -94.61961032136863992 41.45233780202363505, -94.62050364169985528 41.45201377040385182))
1;19-020387;41.452661;-94.615811;3025840;41.452694;-94.615791;41.452690436988;-94.615929702832;365029;4590272;Polygon ((-94.61645555122788664 41.45268339357487974, -94.61632792661401936 41.45238378586723371, -94.6154775634497156 41.45255648102340729, -94.61557111861999658 41.45309768938277273, -94.61645555122788664 41.45268339357487974))
1;19-020388;41.452886;-94.611917;3025841;41.452892;-94.611893;41.4528955713151;-94.6119408708779;365363;4590288;Polygon ((-94.61242823580866457 41.45305171542085532, -94.61242039964069761 41.45273535375720542, -94.61191163301340623 41.45268220518417479, -94.61135580921850874 41.45288590492252467, -94.61144087772318301 41.45308564733940671, -94.61242823580866457 41.45305171542085532))
1;19-020429;41.433181;-94.658489;3025867;41.433193;-94.658493;41.4331458607057;-94.6583444950767;361445;4588169;Polygon ((-94.65872407843946235 41.43349806010076009, -94.65775211474232265 41.43307504095875515, -94.6580189131771732 41.43280495722672896, -94.65892478875542793 41.43325404415955404, -94.65872407843946235 41.43349806010076009))
1;19-020430;41.433022;-94.654489;3025866;41.432995;-94.654495;41.4330276729786;-94.6543770795269;361776;4588149;Polygon ((-94.65474322025239928 41.43336434801858559, -94.65371981553806791 41.43301738512754895, -94.65407864288691542 41.43269073027848037, -94.65501657746882813 41.43308915349075505, -94.65474322025239928 41.43336434801858559))
1;19-020431;41.434994;-94.670431;3025865;41.434994;-94.670395;41.4349403241512;-94.6704702768565;360435;4588387;Polygon ((-94.67087467005163148 41.43532886100241797, -94.6698949005835857 41.43486587167432589, -94.67010647144114444 41.43452623500682819, -94.67109651698407902 41.43512972716338538, -94.67087467005163148 41.43532886100241797))
1;19-020432;41.434242;-94.674208;3025864;41.434193;-94.674194;41.4341717276573;-94.674334927163;360111;4588308;Polygon ((-94.67460977463767335 41.43459104135425974, -94.67376895326191288 41.43408085174409194, -94.67410727897160427 41.43373936310374006, -94.67489742939656594 41.43435577857800922, -94.67460977463767335 41.43459104135425974))
1;19-020433;41.463125;-94.673547;3025878;41.463093;-94.673492;41.4631029074903;-94.673598073242;360235;4591519;Polygon ((-94.67354749090942789 41.46358860130418122, -94.67317301326964696 41.46356893357129536, -94.67359560911822314 41.46260332835884554, -94.67403364834856916 41.46275769944088552, -94.67354749090942789 41.46358860130418122))
1;19-020434;41.435894;-94.688989;3025863;41.435894;-94.688995;41.4358829484336;-94.6893255219968;358862;4588523;Polygon ((-94.68884767897277754 41.43612676034847908, -94.68867357088485903 41.43584800934701207, -94.68932478874179992 41.43547676519143153, -94.69012896793617529 41.43611296242143283, -94.68884767897277754 41.43612676034847908))
1;19-020435;41.441347;-94.606706;3025861;41.441292;-94.606689;41.4413880655901;-94.606756886887;365772;4589003;Polygon ((-94.60733889299613963 41.4413470427802082, -94.60721108603928542 41.44103737995725112, -94.60657427196647973 41.44120200138494425, -94.60613594057947751 41.4415647824949076, -94.60633467553165588 41.44177298855648672, -94.60733889299613963 41.4413470427802082))
1;19-020436;41.44145;-94.610392;3025860;41.441395;-94.61039;41.4414608933921;-94.6104776803903;365461;4589016;Polygon ((-94.61098171302610638 41.44140398702526795, -94.61093645480785597 41.44119363950451174, -94.61023117595114229 41.44128891292822203, -94.60996538358332941 41.44160910591150326, -94.61025051437961508 41.44180102565930213, -94.61098171302610638 41.44140398702526795))
1;19-020437;41.441433;-94.614186;3025859;41.441395;-94.614189;41.4414614646837;-94.6142549743541;365146;4589022;Polygon ((-94.61479891342476378 41.4415120698397601, -94.61481121385381243 41.44120044844233774, -94.61397160046868748 41.44126246720746565, -94.6136198177191261 41.44161401541219192, -94.61392435738154916 41.44178053687122798, -94.61479891342476378 41.4415120698397601))
1;19-020438;41.441567;-94.618267;3025858;41.441593;-94.618294;41.4415501975094;-94.6184323231627;364797;4589039;Polygon ((-94.61906920196000215 41.44157588131186998, -94.6190294674738368 41.44132024904779144, -94.6178832516555417 41.4414016820121347, -94.61796208830357102 41.44188783940814602, -94.61906920196000215 41.44157588131186998))
1;19-020439;41.452325;-94.665208;3025857;41.452293;-94.665192;41.4523266788035;-94.6652289722923;360911;4590309;Polygon ((-94.66549268976930875 41.45277496848675014, -94.6646690247941649 41.4521589758365181, -94.6649822051300589 41.45187313517529049, -94.6657805849131222 41.45254474859967786, -94.66549268976930875 41.45277496848675014))
1;19-020440;41.435022;-94.692744;3025862;41.434994;-94.692696;41.4349750496257;-94.693127269114;358543;4588428;Polygon ((-94.69274129430212383 41.43522372269880805, -94.6924919473448341 41.4348757579569309, -94.69303676434059014 41.43452112856247282, -94.69383338016575635 41.4351222477787644, -94.69341822922028484 41.4353292948256211, -94.69274129430212383 41.43522372269880805))
1;19-020441;41.439175;-94.630667;3025856;41.439194;-94.630692;41.4391747290851;-94.6310681233278;363736;4588795;Polygon ((-94.63042706319086506 41.43938555554197478, -94.6304049170049808 41.4390342340688278, -94.63178639453303731 41.43901966597462661, -94.631779464725156 41.43927595578438172, -94.63042706319086506 41.43938555554197478))
1;19-020442;41.439675;-94.634514;3025855;41.439693;-94.634491;41.4396554409237;-94.6341345862558;363481;4588853;Polygon ((-94.6346499858251633 41.43986898432283539, -94.63479515170749323 41.43953537922152464, -94.63340636042441645 41.4392587323965671, -94.6339811507927493 41.44008444600292052, -94.6346499858251633 41.43986898432283539))
1;19-020443;41.43965;-94.638414;3025854;41.439693;-94.63839;41.4396021274055;-94.6380916741496;363151;4588853;Polygon ((-94.63860427479967541 41.43981964382016514, -94.63787223737536181 41.43991044450905292, -94.63740179009147369 41.43925405938001916, -94.63873053767994747 41.43953151337734653, -94.63860427479967541 41.43981964382016514))
1;19-020444;41.443956;-94.678919;3025853;41.443993;-94.678894;41.4439287579785;-94.6791130993229;359733;4589399;Polygon ((-94.6795953056493147 41.44418950095651155, -94.67911830524971606 41.44433209624034475, -94.67862667484506289 41.44390726524841995, -94.67908152147566625 41.44342340804394098, -94.6795953056493147 41.44418950095651155))
1;19-020445;41.443561;-94.68415;3025852;41.443592;-94.68409;41.4434833127339;-94.6843825989325;359292;4589358;Polygon ((-94.6847567741641285 41.4438741115057212, -94.68391006788040443 41.44366046108670076, -94.68389500498835787 41.44307797388305659, -94.68494463573529174 41.44339414193889581, -94.6847567741641285 41.4438741115057212))
1;19-020446;41.445128;-94.687747;3025851;41.445091;-94.687691;41.4451020075442;-94.6880782982742;358986;4589544;Polygon ((-94.68773542485625683 41.44532612521645376, -94.68752597535346638 41.44497254148368626, -94.68777999871807083 41.44472769363918729, -94.68893026831179327 41.44531863177437003, -94.68773542485625683 41.44532612521645376))
1;19-020447;41.445144;-94.691653;3025850;41.445091;-94.691689;41.4451499151317;-94.6920498344361;358655;4589556;Polygon ((-94.69158537918636398 41.44536171373759004, -94.69142838464919976 41.44497220230868351, -94.69185092856277208 41.44479017042228008, -94.69284434685896201 41.44525276967360838, -94.69253486327662017 41.44541807139842149, -94.69158537918636398 41.44536171373759004))
1;19-020448;41.445156;-94.695553;3025849;41.445194;-94.695595;41.4451330729719;-94.6959195511702;358331;4589560;Polygon ((-94.69555535507515742 41.44539142018938804, -94.69528291879588267 41.44518445614009039, -94.69561163497387213 41.44473253325254802, -94.69645446463236738 41.44505164447235757, -94.69658400965406031 41.44541141381075278, -94.69555535507515742 41.44539142018938804))
1;19-020449;41.44195;-94.622094;3025848;41.441994;-94.622093;41.4419923658647;-94.6222689052166;364477;4589094;Polygon ((-94.62296265586674338 41.44190709748179557, -94.6228375269942461 41.44170792856992591, -94.62173235183318809 41.44182900774535483, -94.6218541356273164 41.44243009409782275, -94.62296265586674338 41.44190709748179557))
1;19-021720;41.225714;-94.440503;3034423;41.225693;-94.440491;41.2256807986912;-94.4401868539186;379290;4564810;Polygon ((-94.44067735353674209 41.22591260613086916, -94.44080532291842189 41.22567991938301901, -94.44010877010528304 41.22547261979624267, -94.43951894217713061 41.22558046806820187, -94.43959575034907061 41.22574528629944979, -94.44067735353674209 41.22591260613086916))
1;19-021993;41.393167;-94.444689;3034997;41.393093;-94.444794;41.3930775896779;-94.4445840896564;379231;4583400;Polygon ((-94.44509483657466831 41.39320776979848659, -94.44506837721955606 41.39291674172434909, -94.44402911486078267 41.39298002566413714, -94.44405456913224839 41.39322585550462463, -94.44509483657466831 41.39320776979848659))
1;19-022261;41.279803;-94.683519;3038403;41.279793;-94.683495;41.279804641675;-94.6838525841492;358983;4571186;Polygon ((-94.68352531254569726 41.28005845497725801, -94.68313250737477915 41.27980297944407795, -94.68356372242286056 41.27948019365687315, -94.684853701044986 41.27992347638530646, -94.68352531254569726 41.28005845497725801))
1;19-022263;41.276422;-94.672125;3038194;41.276394;-94.672089;41.2763866902772;-94.6723317952942;359940;4570787;Polygon ((-94.672717286752615 41.27667219024078804, -94.67233428700255615 41.27679831938984023, -94.67187907240062827 41.27644324220093353, -94.67238954854904875 41.27583300822523427, -94.672717286752615 41.27667219024078804))
1;19-022264;41.276919;-94.667275;3038195;41.276894;-94.66729;41.2768614349392;-94.6673706741959;360357;4570832;Polygon ((-94.66796816438035478 41.27708408039281096, -94.66673440156668562 41.27701153091194897, -94.66675797293333972 41.27662940495557109, -94.6680595724884455 41.27675120590423319, -94.66796816438035478 41.27708408039281096))
1;19-022265;41.279597;-94.663353;3038463;41.279594;-94.663391;41.2795651473457;-94.6634404270129;360692;4571126;Polygon ((-94.66408222471123679 41.27952535165778158, -94.66405353373906451 41.27970661177437961, -94.66334969480048755 41.27978711461138062, -94.66282383135948919 41.27953349224991797, -94.66290501510526667 41.27932133311962559, -94.66408222471123679 41.27952535165778158))
1;19-022266;41.279644;-94.658472;3038462;41.279594;-94.658493;41.2795769885494;-94.6583992539229;361114;4571119;Polygon ((-94.65885914964316328 41.27979372237489031, -94.65791837127383701 41.27972187883928257, -94.65791498599234899 41.27932507248817018, -94.65897159566239338 41.27950073966943023, -94.65885914964316328 41.27979372237489031))
1;19-022268;41.260225;-94.694461;3038375;41.260193;-94.694489;41.2602101793873;-94.6945757894898;358042;4569028;Polygon ((-94.69480814522025014 41.26043796725362967, -94.6942749845982803 41.26041567553940581, -94.69427790895868213 41.26001375364040058, -94.69490384293193586 41.26001960883732522, -94.69480814522025014 41.26043796725362967))
1;19-022269;41.271411;-94.683281;3038198;41.271393;-94.683289;41.2714075421876;-94.683683143026;358979;4570253;Polygon ((-94.68335130815941625 41.27162601352170412, -94.6829734151525173 41.27143060054460477, -94.68355139402332554 41.27112073895868605, -94.68456689235156887 41.27151278249359478, -94.68335130815941625 41.27162601352170412))
1;19-022270;41.266339;-94.675989;3038429;41.266293;-94.675995;41.2662903053456;-94.6762536003634;359590;4569673;Polygon ((-94.67684266102688184 41.26650665468793022, -94.67574348427905306 41.26648247495754873, -94.67561814242625928 41.26600706845853495, -94.67697561402138717 41.26623847288714586, -94.67684266102688184 41.26650665468793022))
1;19-022271;41.265583;-94.671781;3038360;41.265594;-94.671791;41.2655472735334;-94.6718620401763;359957;4569583;Polygon ((-94.67223801587437038 41.26571379194699318, -94.67124367385470407 41.26562274065106095, -94.6713234055123678 41.26535533800408473, -94.67270683058572445 41.26556129865827671, -94.67223801587437038 41.26571379194699318))
1;19-022272;41.266367;-94.667622;3038361;41.266392;-94.667595;41.2663232328334;-94.6677226822515;360305;4569663;Polygon ((-94.66833334276306289 41.26652118099233491, -94.66707392366008378 41.26647914697570485, -94.66716366239151625 41.26608099148752729, -94.66843279796752597 41.26624344746532103, -94.66833334276306289 41.26652118099233491))
1;19-022274;41.266381;-94.663356;3038362;41.266392;-94.663391;41.2663711942206;-94.6635015073736;360659;4569661;Polygon ((-94.66408877590691873 41.26662298866487077, -94.66282540559440406 41.26642523702271603, -94.66285756498010073 41.2661183394424782, -94.66423522031061566 41.26635964980101079, -94.66408877590691873 41.26662298866487077))
1;19-022279;41.2553;-94.698519;3038346;41.255295;-94.698494;41.2552788405955;-94.6981322082051;357734;4568486;Polygon ((-94.69878905571020766 41.25546007580741303, -94.69843427998146979 41.2556411333358426, -94.69727947307963234 41.25526131175078604, -94.69787746456957223 41.25496113019472233, -94.6985795389124263 41.25508138269467651, -94.69878905571020766 41.25546007580741303))
1;19-022280;41.245747;-94.695933;3038408;41.245693;-94.695892;41.245701081847;-94.6954694107221;357936;4567418;Polygon ((-94.69604989664252059 41.24592776427462582, -94.69535964174197318 41.24600323799393209, -94.69458231300762918 41.24554247527449746, -94.69551795528789739 41.24543325107416081, -94.69616199223465003 41.24562972628775981, -94.69604989664252059 41.24592776427462582))
1;19-022285;41.238014;-94.697972;3038379;41.237991;-94.69799;41.2379813963135;-94.6975557260038;357744;4566565;Polygon ((-94.69819396372150777 41.23817478852448204, -94.69776480067466196 41.23830670641399365, -94.69730291826341784 41.238203000545262, -94.69658476346000953 41.23771123690845286, -94.69821825518945957 41.23782780852493346, -94.69819396372150777 41.23817478852448204))
1;19-022286;41.236925;-94.693428;3038407;41.236893;-94.69339;41.2368614358508;-94.6938612734981;358052;4566434;Polygon ((-94.69358881384610527 41.23708969294885662, -94.69318928056017626 41.23708049975257239, -94.69316755022488508 41.23675429157272987, -94.69426168931150301 41.23660255859422108, -94.69471021564567081 41.23696267211484212, -94.69358881384610527 41.23708969294885662))
1;19-022292;41.228944;-94.699033;3038372;41.228992;-94.69899;41.2289243135888;-94.6987000152708;357629;4565561;Polygon ((-94.69928085115257943 41.22915157861317681, -94.69841510536076612 41.2291241666801227, -94.69794325682725855 41.22888999873622851, -94.69850265953571977 41.22865066503756992, -94.69934021368547405 41.22887440935229364, -94.69928085115257943 41.22915157861317681))
