County;Num;case_id;ImageFile;ImageTop_Lat;ImageLeft_Long;ImageBottom_Lat;ImageRight_Long;Polygons
1;11;3025868;windmill_3025868_001_11.tif;41.42470776241176;-94.67609542364842;41.42245622272582;-94.6729860590483;Polygon ((-94.67527283270742 41.423848930559856,-94.67434335455724 41.42325966116969,-94.67467099008903 41.42302381674284,-94.67552811446026 41.42365432440434,-94.67527283270742 41.423848930559856))
1;12;3025804;windmill_3025804_001_12.tif;41.50065360996579;-94.69951045045289;41.49840281609841;-94.6963965772249;Polygon ((-94.69660564633088 41.499214435234556,-94.69649759429268 41.49891463187083,-94.69767952493395 41.49863095277202,-94.69703744696379 41.49963001978961,-94.69660564633088 41.499214435234556))
1;13;3025805;windmill_3025805_001_13.tif;41.500667463986666;-94.69368811338973;41.498416508628225;-94.69057443591134;Polygon ((-94.69262258742631 41.4994279849905,-94.69260229771388 41.49916204902663,-94.69347884323791 41.498953234146406,-94.69349179714575 41.49945034954948,-94.69295247562934 41.49977978231457,-94.69262258742631 41.4994279849905))
1;14;3025806;windmill_3025806_001_14.tif;41.50098216122912;-94.69066514142884;41.498731122425944;-94.68755155050678;Polygon ((-94.68844122581933 41.49947664489823,-94.68845291401306 41.49915498230021,-94.68928050093714 41.49886152226038,-94.68901167514277 41.499829944233305,-94.68844122581933 41.49947664489823))
1;15;3025807;windmill_3025807_001_15.tif;41.49660877426542;-94.67562413927641;41.49435731281827;-94.67251127050791;Polygon ((-94.6740993849636 41.49541254856194,-94.67357546192348 41.49530463921087,-94.67403370528461 41.49441889049549,-94.67445102063819 41.49453839688835,-94.6740993849636 41.49541254856194))
1;16;3025808;windmill_3025808_001_16.tif;41.495888502626684;-94.67189177083027;41.49363693679913;-94.66877906336556;Polygon ((-94.67024741856069 41.495467691064974,-94.66978580349391 41.49544425552837,-94.66984766051768 41.49499125975237,-94.67051692867683 41.494775583118766,-94.67024741856069 41.495467691064974))
1;17;3025809;windmill_3025809_001_17.tif;41.48718364085305;-94.69065365263332;41.48493258411044;-94.68754073900602;Polygon ((-94.68828352959731 41.48666462208346,-94.68872745305367 41.48626628564164,-94.68943606388841 41.486542205393526,-94.68874046542462 41.48718364085305,-94.68868059059625 41.48718364085305,-94.68828352959731 41.48666462208346))
1;18;3025810;windmill_3025810_001_18.tif;41.48606730975691;-94.68447981998763;41.48381608041461;-94.6813671693348;Polygon ((-94.68362944352641 41.48539827852251,-94.68324031261595 41.48533364895694,-94.68301926442389 41.48479436702458,-94.68408917390498 41.48457777041259,-94.68362944352641 41.48539827852251))
1;19;3025811;windmill_3025811_001_19.tif;41.48320987641991;-94.6679484927276;41.48095818524781;-94.66483653985384;Polygon ((-94.66695945660462 41.48203900162809,-94.66730219711219 41.4821194290877,-94.66723455527371 41.482607671534446,-94.66683559143655 41.48293997082037,-94.66651942870202 41.482854133506706,-94.66695945660462 41.48203900162809))
1;20;3025812;windmill_3025812_001_20.tif;41.482021007540304;-94.63216528129924;41.479768323745944;-94.6290545946788;Polygon ((-94.63076484029718 41.48148409737408,-94.6307609402684 41.481062193045204,-94.63198947527728 41.48103974113969,-94.63196767987453 41.4812359602745,-94.63076484029718 41.48148409737408))
1;21;3025813;windmill_3025813_001_21.tif;41.482850502412745;-94.62829337222195;41.48059771246019;-94.62518277577972;Polygon ((-94.62795134812865 41.481355247643656,-94.62789038565032 41.481054710858416,-94.62668968810412 41.481121935146916,-94.62681905376733 41.48148680820942,-94.62795134812865 41.481355247643656))
1;22;3025814;windmill_3025814_001_22.tif;41.47991069173564;-94.6138472540001;41.47765749830104;-94.61073728950443;Polygon ((-94.6129377416271 41.47860695295118,-94.6128162576061 41.47828716325482,-94.61178107222995 41.478562890427256,-94.61180894444044 41.478878969996146,-94.6129377416271 41.47860695295118))
1;23;3025819;windmill_3025819_001_23.tif;41.47116067920998;-94.6906203819783;41.468909601080746;-94.68750825491925;Polygon ((-94.6891856705543 41.470333117174526,-94.68918335036602 41.46998654221303,-94.68996133192822 41.469854552316434,-94.69001876159079 41.47026562052196,-94.68948070232906 41.470635205592565,-94.6891856705543 41.470333117174526))
1;24;3025820;windmill_3025820_001_24.tif;41.47281179554614;-94.68674722865192;41.47056061216346;-94.6836351512516;Polygon ((-94.68604974530362 41.47159353864382,-94.68556592540169 41.47148007153683,-94.68539103406455 41.4706588103843,-94.68638423385063 41.4705839700934,-94.68604974530362 41.47159353864382))
1;25;3025821;windmill_3025821_001_25.tif;41.47280724090912;-94.68336995315502;41.47055596391226;-94.68025798984048;Polygon ((-94.68207683154458 41.471877235037,-94.68154194123048 41.47185491774264,-94.68157660435261 41.471387242051456,-94.6822703484702 41.47109578959492,-94.68207683154458 41.471877235037))
1;26;3025822;windmill_3025822_001_26.tif;41.47369691599578;-94.67857866416168;41.47144550734236;-94.67546681881488;Polygon ((-94.67714206462931 41.473613703707,-94.6767324628542 41.47352925693132,-94.6770077199964 41.472806908274165,-94.67743799449542 41.472916169154715,-94.67714206462931 41.473613703707))
1;27;3025823;windmill_3025823_001_27.tif;41.471958071905256;-94.66746835105823;41.46970635319261;-94.66435696558972;Polygon ((-94.66560231172113 41.47151616133403,-94.66510632920658 41.471447994033554,-94.66567751467545 41.47054054679486,-94.66616925800135 41.4707042162879,-94.66560231172113 41.47151616133403))
1;28;3025824;windmill_3025824_001_28.tif;41.46760465622793;-94.66083051031475;41.46535274813847;-94.65771956190888;Polygon ((-94.65887707516363 41.46714258981258,-94.6585353198063 41.46709728578094,-94.65878417997973 41.466380383333636,-94.65952314042185 41.466550562093964,-94.65887707516363 41.46714258981258))
1;29;3025825;windmill_3025825_001_29.tif;41.46718836700475;-94.65597012195845;41.46493632377724;-94.6528593578867;Polygon ((-94.65551922881319 41.466405276735046,-94.65491232400475 41.466700341924266,-94.6546723158439 41.466191415475365,-94.65550785761663 41.465958363758645,-94.65551922881319 41.466405276735046))
1;30;3025826;windmill_3025826_001_30.tif;41.46688373961216;-94.64833450435154;41.46463148455983;-94.64522401280426;Polygon ((-94.6480661890141 41.465595687518636,-94.64744781190284 41.46596622788286,-94.64719947453234 41.465125864613455,-94.64814279968353 41.465192722695825,-94.6480661890141 41.465595687518636))
1;31;3025827;windmill_3025827_001_31.tif;41.468345271759866;-94.62411028286351;41.46609234798593;-94.62100053748385;Polygon ((-94.62316080324469 41.46663183525601,-94.62286734523492 41.46637978627974,-94.62208708501419 41.466692194947136,-94.62233013783855 41.46706551721797,-94.62316080324469 41.46663183525601))
1;32;3025828;windmill_3025828_001_32.tif;41.46818995800913;-94.61979543014662;41.46593691464443;-94.6166858380705;Polygon ((-94.61939251899094 41.46697578912217,-94.61939699742018 41.46661906862251,-94.61822968485652 41.46667568684622,-94.61826045401892 41.46710726150523,-94.61939251899094 41.46697578912217))
1;33;3025829;windmill_3025829_001_33.tif;41.46814226759392;-94.61486057290615;41.465889087631744;-94.61175114982724;Polygon ((-94.61424584412163 41.4671860213531,-94.61423418456384 41.46698525119142,-94.6130970029909 41.466910787391235,-94.61302572852286 41.467268444667894,-94.61424584412163 41.4671860213531))
1;34;3025830;windmill_3025830_001_34.tif;41.451507444834036;-94.63580565923836;41.44925482372249;-94.63269634248705;Polygon ((-94.63557799570134 41.450065145526736,-94.63565605657053 41.449717424043115,-94.6353251067527 41.4495664063379,-94.63469570853013 41.449494980345,-94.6341299150563 41.44982953881385,-94.63557799570134 41.450065145526736))
1;35;3025831;windmill_3025831_001_35.tif;41.459638293046766;-94.70055819533461;41.45738747565115;-94.6974462979275;Polygon ((-94.69875456410448 41.45787731850925,-94.69870822381135 41.457636883344364,-94.69963623002488 41.45738747565115,-94.6998371288061 41.45738747565115,-94.69954745954338 41.45832272631985,-94.69875456410448 41.45787731850925))
1;36;3025832;windmill_3025832_001_36.tif;41.4596832063317;-94.6975181488051;41.45743230472382;-94.69440635160228;Polygon ((-94.69491545990125 41.4581366256893,-94.69481390356336 41.45782667607588,-94.69590060652065 41.457504233218955,-94.69567928096178 41.45823587921346,-94.69526150598975 41.45834752823231,-94.69491545990125 41.4581366256893))
1;37;3025833;windmill_3025833_001_37.tif;41.45375709616789;-94.67845945247474;41.45150565886624;-94.67534858755246;Polygon ((-94.67719845281742 41.45254577945625,-94.6768800205879 41.45262577291053,-94.6762328094242 41.452384040967445,-94.67752078677111 41.452099024571304,-94.67719845281742 41.45254577945625))
1;38;3025834;windmill_3025834_001_38.tif;41.45294924164497;-94.67022577028413;41.45069757524791;-94.66711522237846;Polygon ((-94.66979011343923 41.45245715426614,-94.66951352155726 41.45260684661891,-94.66875836778044 41.45206021560983,-94.66916715941042 41.451858373051586,-94.66979011343923 41.45245715426614))
1;39;3025835;windmill_3025835_001_39.tif;41.458432646034645;-94.66102746340661;41.45618073182518;-94.65791695727825;Polygon ((-94.66021712237175 41.45787371170299,-94.65975923436226 41.45798581098049,-94.65927085820144 41.457164007252906,-94.65975569727702 41.45706156765224,-94.66021712237175 41.45787371170299))
1;40;3025836;windmill_3025836_001_40.tif;41.45902619020876;-94.6567202803933;41.45677415747401;-94.65360989046913;Polygon ((-94.65601808340875 41.45764013865766,-94.65512807628816 41.457040103286246,-94.65559833597658 41.45677415747401,-94.65560428556547 41.45677415747401,-94.65635429228273 41.45746952671563,-94.65601808340875 41.45764013865766))
1;41;3025837;windmill_3025837_001_41.tif;41.45710110066107;-94.65404922011604;41.45484899154316;-94.65093901445873;Polygon ((-94.65255166157932 41.45620678143713,-94.65174771376162 41.4555753428465,-94.65212218819028 41.45533386683914,-94.65294565098601 41.455944928982355,-94.65255166157932 41.45620678143713))
1;42;3025838;windmill_3025838_001_42.tif;41.45711460867669;-94.65060137670154;41.454862404117144;-94.64749128666662;Polygon ((-94.64896499555283 41.45530973441724,-94.64891224048878 41.455863058644006,-94.64794667396934 41.45543986748701,-94.64833660865509 41.455017341817715,-94.64896499555283 41.45530973441724))
1;43;3025839;windmill_3025839_001_43.tif;41.453660609551086;-94.62178039771948;41.45140760307096;-94.61867144897836;Polygon ((-94.62050364169986 41.45201377040385,-94.62045041984219 41.45175330578989,-94.61932592027455 41.4519097981041,-94.61961032136864 41.452337802023635,-94.62050364169986 41.45201377040385))
1;44;3025840;windmill_3025840_001_44.tif;41.45342802584691;-94.61718924422688;41.45117489207759;-94.61408046181843;Polygon ((-94.61645555122789 41.45268339357488,-94.61632792661402 41.452383785867234,-94.61547756344972 41.45255648102341,-94.61557111862 41.45309768938277,-94.61645555122789 41.45268339357488))
1;45;3025841;windmill_3025841_001_45.tif;41.45334467547655;-94.61414623372603;41.45109145743634;-94.61103755811232;Polygon ((-94.61242823580866 41.453051715420855,-94.6124203996407 41.452735353757205,-94.6119116330134 41.452682205184175,-94.61135580921851 41.452885904922525,-94.61144087772318 41.45308564733941,-94.61242823580866 41.453051715420855))
1;46;3025867;windmill_3025867_001_46.tif;41.43418451875769;-94.6604808022085;41.431932558810175;-94.65737150032636;Polygon ((-94.65872407843946 41.43349806010076,-94.65775211474232 41.433075040958755,-94.65801891317717 41.43280495722673,-94.65892478875543 41.433254044159554,-94.65872407843946 41.43349806010076))
1;47;3025866;windmill_3025866_001_47.tif;41.434611984330864;-94.65644626966596;41.432359913250934;-94.65333708282807;Polygon ((-94.6547432202524 41.433364348018586,-94.65371981553807 41.43301738512755,-94.65407864288692 41.43269073027848,-94.65501657746883 41.433089153490755,-94.6547432202524 41.433364348018586))
1;48;3025865;windmill_3025865_001_48.tif;41.43570212872939;-94.67260809923047;41.43345050644308;-94.66949831464373;Polygon ((-94.67087467005163 41.43532886100242,-94.66989490058359 41.434865871674326,-94.67010647144114 41.43452623500683,-94.67109651698408 41.435129727163385,-94.67087467005163 41.43532886100242))
1;49;3025864;windmill_3025864_001_49.tif;41.435901215622785;-94.67687415804025;41.433649711719895;-94.67376422004169;Polygon ((-94.67460977463767 41.43459104135426,-94.67376895326191 41.43408085174409,-94.6741072789716 41.43373936310374,-94.67489742939657 41.43435577857801,-94.67460977463767 41.43459104135426))
1;50;3025878;windmill_3025878_001_50.tif;41.4638752943416;-94.67576281961458;41.4616237951856;-94.67265155025623;Polygon ((-94.67354749090943 41.46358860130418,-94.67317301326965 41.463568933571295,-94.67359560911822 41.462603328358846,-94.67403364834857 41.462757699440886,-94.67354749090943 41.46358860130418))
1;51;3025863;windmill_3025863_001_51.tif;41.43663092189135;-94.69162687887288;41.43437982753341;-94.68851640845111;Polygon ((-94.68884767897278 41.43612676034848,-94.68867357088486 41.43584800934701,-94.6893247887418 41.43547676519143,-94.69012896793618 41.43611296242143,-94.68884767897278 41.43612676034848))
1;52;3025861;windmill_3025861_001_52.tif;41.44296922493218;-94.60766447106465;41.44071581482382;-94.6045565210567;Polygon ((-94.60733889299614 41.44134704278021,-94.60721108603929 41.44103737995725,-94.60657427196648 41.441202001384944,-94.60613594057948 41.44156478249491,-94.60633467553166 41.44177298855649,-94.60733889299614 41.44134704278021))
1;53;3025860;windmill_3025860_001_53.tif;41.442972125405454;-94.61196188032574;41.440718834123594;-94.60885378514065;Polygon ((-94.6109817130261 41.44140398702527,-94.61093645480786 41.44119363950451,-94.61023117595114 41.44128891292822,-94.60996538358333 41.4416091059115,-94.61025051437962 41.4418010256593,-94.6109817130261 41.44140398702527))
1;54;3025859;windmill_3025859_001_54.tif;41.44249756219451;-94.61561301734359;41.44024437128837;-94.61250482212589;Polygon ((-94.61479891342476 41.44151206983976,-94.61481121385381 41.44120044844234,-94.61397160046869 41.441262467207466,-94.61361981771913 41.44161401541219,-94.61392435738155 41.44178053687123,-94.61479891342476 41.44151206983976))
1;55;3025858;windmill_3025858_001_55.tif;41.44299665722585;-94.61919254886071;41.440743565930326;-94.61608420848538;Polygon ((-94.61906920196 41.44157588131187,-94.61902946747384 41.44132024904779,-94.61788325165554 41.441401682012135,-94.61796208830357 41.441887839408146,-94.61906920196 41.44157588131187))
1;56;3025857;windmill_3025857_001_56.tif;41.4529053737276;-94.66766261892603;41.45065363628662;-94.6645521595591;Polygon ((-94.66549268976931 41.45277496848675,-94.66466902479416 41.45215897583652,-94.66498220513006 41.45187313517529,-94.66578058491312 41.45254474859968,-94.66549268976931 41.45277496848675))
1;57;3025862;windmill_3025862_001_57.tif;41.43665909479405;-94.69460791044784;41.43440808305832;-94.69149733829805;Polygon ((-94.69274129430212 41.43522372269881,-94.69249194734483 41.43487575795693,-94.69303676434059 41.43452112856247,-94.69383338016576 41.435122247778764,-94.69341822922028 41.43532929482562,-94.69274129430212 41.43522372269881))
1;58;3025856;windmill_3025856_001_58.tif;41.44079831188984;-94.63198158029427;41.438545571606895;-94.62887291589293;Polygon ((-94.63042706319087 41.439385555541975,-94.63040491700498 41.43903423406883,-94.63178639453304 41.43901966597463,-94.63177946472516 41.43927595578438,-94.63042706319087 41.439385555541975))
1;59;3025855;windmill_3025855_001_59.tif;41.44096661268189;-94.6366181541092;41.43871400088291;-94.63350932512236;Polygon ((-94.63464998582516 41.439868984322835,-94.6347951517075 41.439535379221525,-94.63350932512236 41.439279242934845,-94.63350932512236 41.43940664606519,-94.63398115079275 41.44008444600292,-94.63464998582516 41.439868984322835))
1;60;3025854;windmill_3025854_001_60.tif;41.44123610749378;-94.63919846813909;41.43898356742453;-94.63608953897416;Polygon ((-94.63860427479968 41.439819643820165,-94.63787223737536 41.43991044450905,-94.63740179009147 41.43925405938002,-94.63873053767995 41.43953151337735,-94.63860427479968 41.439819643820165))
1;61;3025853;windmill_3025853_001_61.tif;41.44569411567373;-94.68104077184637;41.44344273962326;-94.67793021451789;Polygon ((-94.67959530564931 41.44418950095651,-94.67911830524972 41.444332096240345,-94.67862667484506 41.44390726524842,-94.67906334895775 41.44344273962326,-94.6790944862993 41.44344273962326,-94.67959530564931 41.44418950095651))
1;62;3025852;windmill_3025852_001_62.tif;41.444704922679705;-94.68524084260805;41.442453661717465;-94.68213019220943;Polygon ((-94.68475677416413 41.44387411150572,-94.6839100678804 41.4436604610867,-94.68389500498836 41.44307797388306,-94.68494463573529 41.443394141938896,-94.68475677416413 41.44387411150572))
1;63;3025851;windmill_3025851_001_63.tif;41.4457991052537;-94.68924345517196;41.44354795657713;-94.6861326164283;Polygon ((-94.68773542485626 41.445326125216454,-94.68752597535347 41.444972541483686,-94.68777999871807 41.44472769363919,-94.6889302683118 41.44531863177437,-94.68773542485626 41.445326125216454))
1;64;3025850;windmill_3025850_001_64.tif;41.446198811739336;-94.69329996640572;41.44394777596928;-94.69018897149382;Polygon ((-94.69158537918636 41.44536171373759,-94.6914283846492 41.44497220230868,-94.69185092856277 41.44479017042228,-94.69284434685896 41.44525276967361,-94.69253486327662 41.44541807139842,-94.69158537918636 41.44536171373759))
1;65;3025849;windmill_3025849_001_65.tif;41.44558432491876;-94.69710264428144;41.44333339373486;-94.6939915514014;Polygon ((-94.69555535507516 41.44539142018939,-94.69528291879588 41.44518445614009,-94.69561163497387 41.44473253325255,-94.69645446463237 41.44505164447236,-94.69658400965406 41.44541141381075,-94.69555535507516 41.44539142018939))
1;66;3025848;windmill_3025848_001_66.tif;41.44244807910907;-94.62424230100869;41.440195126798116;-94.6211338170619;Polygon ((-94.62296265586674 41.441907097481796,-94.62283752699425 41.441707928569926,-94.62173235183319 41.441829007745355,-94.62185413562732 41.44243009409782,-94.62296265586674 41.441907097481796))
1;67;3034423;windmill_3034423_001_67.tif;41.22715322627203;-94.44116725254796;41.22489497431051;-94.43807537372687;Polygon ((-94.44067735353674 41.22591260613087,-94.44080532291842 41.22567991938302,-94.44010877010528 41.22547261979624,-94.43951894217713 41.2255804680682,-94.43959575034907 41.22574528629945,-94.44067735353674 41.22591260613087))
1;68;3034997;windmill_3034997_001_68.tif;41.39405643141667;-94.4457573538634;41.39179849757182;-94.44265725682192;Polygon ((-94.44509483657467 41.39320776979849,-94.44506837721956 41.39291674172435,-94.44402911486078 41.39298002566414,-94.44405456913225 41.393225855504625,-94.44509483657467 41.39320776979849))
1;69;3038403;windmill_3038403_001_69.tif;41.280686044855955;-94.68574182920928;41.27843458847307;-94.68263915471768;Polygon ((-94.6835253125457 41.28005845497726,-94.68313250737478 41.27980297944408,-94.68356372242286 41.27948019365687,-94.68485370104499 41.27992347638531,-94.6835253125457 41.28005845497726))
1;70;3038194;windmill_3038194_001_70.tif;41.27728743797213;-94.67297418695297;41.275035624714185;-94.66987210488702;Polygon ((-94.67271728675261 41.27667219024079,-94.67233428700256 41.27679831938984,-94.67187907240063 41.27644324220093,-94.67238954854905 41.275833008225234,-94.67271728675261 41.27667219024079))
1;71;3038195;windmill_3038195_001_71.tif;41.27814389429519;-94.66857824024147;41.275891960770295;-94.66547626385824;Polygon ((-94.66796816438035 41.27708408039281,-94.66673440156669 41.27701153091195,-94.66675797293334 41.27662940495557,-94.66805957248845 41.27675120590423,-94.66796816438035 41.27708408039281))
1;72;3038463;windmill_3038463_001_72.tif;41.280741262958614;-94.66462045165665;41.27848922347439;-94.66151848186125;Polygon ((-94.66408222471124 41.27952535165778,-94.66405353373906 41.27970661177438,-94.66334969480049 41.27978711461138,-94.66282383135949 41.27953349224992,-94.66290501510527 41.279321333119626,-94.66408222471124 41.27952535165778))
1;73;3038462;windmill_3038462_001_73.tif;41.28137328626882;-94.65952591505999;41.279121106966294;-94.65642408529483;Polygon ((-94.65885914964316 41.27979372237489,-94.65791837127384 41.27972187883928,-94.65791498599235 41.27932507248817,-94.6589715956624 41.27950073966943,-94.65885914964316 41.27979372237489))
1;74;3038375;windmill_3038375_001_74.tif;41.26097217201132;-94.69595400301847;41.25872097241823;-94.6928519431972;Polygon ((-94.69480814522025 41.26043796725363,-94.69427498459828 41.260415675539406,-94.69427790895868 41.2600137536404,-94.69490384293194 41.260019608837325,-94.69480814522025 41.26043796725363))
1;75;3038198;windmill_3038198_001_75.tif;41.272402270581715;-94.68431087461174;41.27015076410662;-94.68120864996438;Polygon ((-94.68335130815942 41.271626013521704,-94.68297341515252 41.271430600544605,-94.68355139402333 41.271120738958686,-94.68431087461174 41.27141394422185,-94.68431087461174 41.2715366304114,-94.68335130815942 41.271626013521704))
1;76;3038429;windmill_3038429_001_76.tif;41.26742683101475;-94.6777602744726;41.26517513734241;-94.67465851040139;Polygon ((-94.67684266102688 41.26650665468793,-94.67574348427905 41.26648247495755,-94.67561814242626 41.266007068458535,-94.67697561402139 41.266238472887146,-94.67684266102688 41.26650665468793))
1;77;3038360;windmill_3038360_001_77.tif;41.26731758386138;-94.67412830024519;41.26506578979279;-94.67102666304838;Polygon ((-94.67223801587437 41.26571379194699,-94.6712436738547 41.26562274065106,-94.67132340551237 41.265355338004085,-94.67270683058572 41.26556129865828,-94.67223801587437 41.26571379194699))
1;78;3038361;windmill_3038361_001_78.tif;41.26701758053679;-94.66997813867302;41.26476567153736;-94.66687665495861;Polygon ((-94.66833334276306 41.266521180992335,-94.66707392366008 41.266479146975705,-94.66716366239152 41.26608099148753,-94.66843279796753 41.26624344746532,-94.66833334276306 41.266521180992335))
1;79;3038362;windmill_3038362_001_79.tif;41.267110815972174;-94.66540824147306;41.264858780969874;-94.66230690624613;Polygon ((-94.66408877590692 41.26662298866487,-94.6628254055944 41.266425237022716,-94.6628575649801 41.26611833944248,-94.66423522031062 41.26635964980101,-94.66408877590692 41.26662298866487))
1;80;3038346;windmill_3038346_001_80.tif;41.2560110334095;-94.69948998981252;41.25375992509259;-94.69638805231968;Polygon ((-94.69878905571021 41.25546007580741,-94.69843427998147 41.25564113333584,-94.69727947307963 41.255261311750786,-94.69787746456957 41.25496113019472,-94.69857953891243 41.25508138269468,-94.69878905571021 41.25546007580741))
1;81;3038408;windmill_3038408_001_81.tif;41.246707065921;-94.69639652250392;41.244455860246575;-94.69329513946005;Polygon ((-94.69604989664252 41.245927764274626,-94.69535964174197 41.24600323799393,-94.69458231300763 41.2455424752745,-94.6955179552879 41.24543325107416,-94.69616199223465 41.24562972628776,-94.69604989664252 41.245927764274626))
1;82;3038379;windmill_3038379_001_82.tif;41.23839944116466;-94.69903357661977;41.23614829762394;-94.6959325079807;Polygon ((-94.69819396372151 41.23817478852448,-94.69776480067466 41.238306706413994,-94.69730291826342 41.23820300054526,-94.69658476346001 41.23771123690845,-94.69821825518946 41.23782780852493,-94.69819396372151 41.23817478852448))
1;83;3038407;windmill_3038407_001_83.tif;41.23805563328546;-94.69486014666587;41.235804374102955;-94.6917592341542;Polygon ((-94.6935888138461 41.23708969294886,-94.69318928056018 41.23708049975257,-94.69316755022489 41.23675429157273,-94.6942616893115 41.23660255859422,-94.69471021564567 41.23696267211484,-94.6935888138461 41.23708969294886))
1;84;3038372;windmill_3038372_001_84.tif;41.230658443074645;-94.70050348728685;41.22840733016168;-94.69740274449353;Polygon ((-94.69928085115258 41.22915157861318,-94.69841510536077 41.22912416668012,-94.69794325682726 41.22888999873623,-94.69850265953572 41.22865066503757,-94.69934021368547 41.228874409352294,-94.69928085115258 41.22915157861318))
1;85;3038441;windmill_3038441_001_85.tif;41.221957298507355;-94.69989625575201;41.21970615765194;-94.69679595453948;Polygon ((-94.69836443268437 41.22038379236497,-94.69820897383994 41.2205468381952,-94.69719079309795 41.220280536210446,-94.69721667275317 41.219737614867825,-94.69842901365465 41.22005128754151,-94.69836443268437 41.22038379236497))
1;86;3038401;windmill_3038401_001_86.tif;41.27267591521036;-94.69939692537285;41.27042482572757;-94.69629418258894;Polygon ((-94.69864047939238 41.27207225928363,-94.69780406211936 41.271913802282604,-94.69739976248931 41.2717288733866,-94.69777747647447 41.2714017999646,-94.69882974019312 41.27166758795514,-94.69864047939238 41.27207225928363))
1;87;3038402;windmill_3038402_001_87.tif;41.27268981804645;-94.69478881488025;41.27043860129917;-94.69168622561145;Polygon ((-94.69385548811807 41.271912223186646,-94.69352545278574 41.27176637547955,-94.69365730823871 41.27145800320978,-94.69478881488025 41.27163913117987,-94.69478881488025 41.271787773842995,-94.69385548811807 41.271912223186646))
1;88;3041706;windmill_3041706_001_88.tif;41.44989427043937;-94.58505354283018;41.44764024381821;-94.58194601819365;Polygon ((-94.58323615762133 41.44840221877054,-94.58320941857662 41.44812630148632,-94.58240231792574 41.448157502273865,-94.58194601819365 41.44847365069637,-94.58194601819365 41.44870964507688,-94.58196905004391 41.44873612679683,-94.58323615762133 41.44840221877054))
1;89;3041729;windmill_3041729_001_89.tif;41.412907139868416;-94.55431366196663;41.41065221938887;-94.55120897889411;Polygon ((-94.55308891687395 41.41240049450947,-94.55327055214676 41.41218203546721,-94.55188541275233 41.41201988792054,-94.55203422472619 41.41238458906312,-94.55308891687395 41.41240049450947))
